,Accident_Index,1st_Road_Number,2nd_Road_Number,Accident_Severity,Date,Day_of_Week,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Control,Junction_Detail,Latitude,Local_Authority_(District),Local_Authority_(Highway),Location_Easting_OSGR,Location_Northing_OSGR,Longitude,LSOA_of_Accident_Location,Number_of_Casualties,Number_of_Vehicles,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Year,InScotland
6062,200501HT20666,11.0,0.0,Slight,27/09/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.517838,Tower Hamlets,Tower Hamlets,534350.0,181660.0,-0.065064,E01004309,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,2005,No
6063,200501HT20667,1203.0,108.0,Slight,30/09/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.509314,Tower Hamlets,Tower Hamlets,534670.0,180720.0,-0.060813,E01004294,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,09:00,Urban,Raining no high winds,2005,No
6064,200501HT20668,0.0,0.0,Slight,29/09/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.515692,Tower Hamlets,Tower Hamlets,536180.0,181470.0,-0.038778,E01004285,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:51,Urban,Fine no high winds,2005,No
6065,200501HT20669,1203.0,0.0,Slight,16/09/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.509669,Tower Hamlets,Tower Hamlets,535440.0,180780.0,-0.049701,E01004303,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:40,Urban,Fine no high winds,2005,No
6066,200501HT20670,12.0,0.0,Slight,03/10/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.53098,Tower Hamlets,Tower Hamlets,537620.0,183210.0,-0.017359,E01004227,2,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,50,15:30,Urban,Fine no high winds,2005,No
6067,200501HT20671,1206.0,0.0,Slight,05/10/2005,Wednesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.487607,Tower Hamlets,Tower Hamlets,538230.0,178400.0,-0.010455,E01004217,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:10,Urban,Fine no high winds,2005,No
6068,200501HT20672,0.0,0.0,Slight,12/10/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.514952,Tower Hamlets,Tower Hamlets,538120.0,181440.0,-0.010849,E01004246,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,20:05,Urban,Fine no high winds,2005,No
6069,200501HT20673,13.0,0.0,Slight,10/09/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.512373,Tower Hamlets,Tower Hamlets,536530.0,181110.0,-0.033877,E01004254,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,05:45,Urban,Fine no high winds,2005,No
6070,200501HT20674,1203.0,0.0,Slight,10/10/2005,Monday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.510854,Tower Hamlets,Tower Hamlets,536120.0,180930.0,-0.039851,E01004299,1,1,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,50,09:10,Urban,Fine no high winds,2005,No
6071,200501HT20675,13.0,13.0,Slight,05/10/2005,Wednesday,1.0,Give way or uncontrolled,Crossroads,51.512305,Tower Hamlets,Tower Hamlets,536810.0,181110.0,-0.029844,E01004254,2,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,50,16:30,Urban,Fine no high winds,2005,No
6072,200501HT20676,1206.0,0.0,Slight,07/10/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.487197,Tower Hamlets,Tower Hamlets,538070.0,178350.0,-0.012777,E01004217,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,2005,No
6073,200501HT20677,135.0,0.0,Slight,07/10/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.532901,Tower Hamlets,Tower Hamlets,536740.0,183400.0,-0.029964,E01004226,1,1,0.0,0.0,Metropolitan Police,Dry,One way street,30,15:51,Urban,Fine no high winds,2005,No
6074,200501HT20678,0.0,0.0,Slight,10/04/2005,Sunday,2.0,Give way or uncontrolled,Private drive or entrance,51.530015,Tower Hamlets,Tower Hamlets,535290.0,183040.0,-0.050995,E01004266,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,2005,No
6075,200501HT20679,0.0,0.0,Slight,09/10/2005,Sunday,1.0,Give way or uncontrolled,Crossroads,51.515245,Tower Hamlets,Tower Hamlets,534670.0,181380.0,-0.060561,E01004321,4,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:57,Urban,Fine no high winds,2005,No
6076,200501HT20681,0.0,13.0,Slight,07/10/2005,Friday,1.0,Auto traffic signal,Crossroads,51.514137,Tower Hamlets,Tower Hamlets,535170.0,181270.0,-0.053402,E01004326,1,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,50,18:30,Urban,Fine no high winds,2005,No
6077,200501HT20682,11.0,0.0,Slight,08/10/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.519348,Tower Hamlets,Tower Hamlets,534800.0,181840.0,-0.058513,E01004208,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Dual carriageway,50,20:23,Urban,Raining no high winds,2005,No
6078,200501HT20683,0.0,0.0,Slight,14/10/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.508921,Tower Hamlets,Tower Hamlets,534810.0,180680.0,-0.058812,E01004296,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:20,Urban,Fine no high winds,2005,No
6079,200501HT20684,0.0,11.0,Slight,03/10/2005,Monday,1.0,Give way or uncontrolled,Private drive or entrance,51.527645,Tower Hamlets,Tower Hamlets,537290.0,182830.0,-0.022262,E01004267,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,18:20,Urban,Fine no high winds,2005,No
6080,200501HT20685,115.0,115.0,Slight,29/09/2005,Thursday,1.0,Give way or uncontrolled,Crossroads,51.54257,Tower Hamlets,Tower Hamlets,536890.0,184480.0,-0.027383,E01004223,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:03,Urban,Fine no high winds,2005,No
6081,200501HT20686,1206.0,0.0,Slight,10/10/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.509104,Tower Hamlets,Tower Hamlets,537040.0,180760.0,-0.026668,E01004255,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:33,Urban,Fine no high winds,2005,No
6082,200501HT20687,0.0,0.0,Slight,08/10/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.517466,Tower Hamlets,Tower Hamlets,537390.0,181700.0,-0.021261,E01004242,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:10,Urban,Fine no high winds,2005,No
6083,200501HT20688,0.0,0.0,Slight,30/09/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.533977,Tower Hamlets,Tower Hamlets,536750.0,183520.0,-0.029773,E01004222,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,2005,No
6084,200501HT20689,13.0,13.0,Slight,05/10/2005,Wednesday,1.0,Auto traffic signal,T or staggered junction,51.511521,Tower Hamlets,Tower Hamlets,537080.0,181030.0,-0.025987,E01004252,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,2005,No
6085,200501HT20690,0.0,107.0,Slight,11/10/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.534076,Tower Hamlets,Tower Hamlets,534840.0,183480.0,-0.05731,E01004197,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:48,Urban,Fine no high winds,2005,No
6086,200501HT20691,0.0,1203.0,Serious,17/08/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.509644,Tower Hamlets,Tower Hamlets,535170.0,180770.0,-0.053594,E01004303,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,18:43,Urban,Fine no high winds,2005,No
6087,200501HT20693,0.0,13.0,Slight,16/10/2005,Sunday,2.0,Give way or uncontrolled,T or staggered junction,51.511117,Tower Hamlets,Tower Hamlets,538000.0,181010.0,-0.012745,E01004219,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,50,18:20,Urban,Fine no high winds,2005,No
6088,200501HT20694,1211.0,0.0,Serious,17/10/2005,Monday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.510538,City of London,City of London,533680.0,180830.0,-0.075029,E01000005,1,2,0.0,0.0,City of London,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,2005,No
6089,200501HT20695,11.0,0.0,Slight,21/10/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.526739,Tower Hamlets,Tower Hamlets,536950.0,182720.0,-0.027203,E01004229,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,2005,No
6090,200501HT20697,1206.0,0.0,Slight,15/10/2005,Saturday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.510185,Tower Hamlets,Tower Hamlets,537030.0,180880.0,-0.026765,E01004255,2,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:50,Urban,Fine no high winds,2005,No
6091,200501HT20698,13.0,0.0,Slight,17/10/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.514626,Tower Hamlets,Tower Hamlets,534630.0,181310.0,-0.061164,E01004304,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:35,Urban,Fine no high winds,2005,No
6092,200501HT20699,0.0,134.0,Slight,25/09/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.519569,Tower Hamlets,Tower Hamlets,533870.0,181840.0,-0.071909,E01004306,1,1,0.0,0.0,Metropolitan Police,Dry,One way street,30,03:00,Urban,Fine no high winds,2005,No
6093,200501HT20700,0.0,1206.0,Slight,23/06/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.493152,Tower Hamlets,Tower Hamlets,537230.0,178990.0,-0.024619,E01004282,2,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:15,Urban,Fine no high winds,2005,No
6094,200501HT20701,0.0,0.0,Slight,14/07/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.515499,Tower Hamlets,Tower Hamlets,535490.0,181430.0,-0.048732,E01004289,2,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,2005,No
6095,200501HT20702,13.0,0.0,Serious,13/10/2005,Thursday,1.0,Auto traffic signal,T or staggered junction,51.511183,Tower Hamlets,Tower Hamlets,538100.0,181020.0,-0.011301,E01004219,2,1,0.0,5.0,Metropolitan Police,Wet or damp,Dual carriageway,50,07:23,Urban,Raining no high winds,2005,No
6096,200501HT20703,13.0,0.0,Slight,13/06/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.511205,Tower Hamlets,Tower Hamlets,538010.0,181020.0,-0.012597,E01004247,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:00,Urban,Fine no high winds,2005,No
6097,200501HT20704,11.0,120.0,Slight,14/10/2005,Friday,1.0,Auto traffic signal,T or staggered junction,51.521843,Tower Hamlets,Tower Hamlets,535640.0,182140.0,-0.046298,E01004207,1,2,0.0,5.0,Metropolitan Police,Dry,Dual carriageway,30,17:20,Urban,Fine no high winds,2005,No
6098,200501HT20705,0.0,0.0,Serious,20/10/2005,Thursday,1.0,Give way or uncontrolled,Private drive or entrance,51.522003,Tower Hamlets,Tower Hamlets,533840.0,182110.0,-0.072239,E01004317,1,1,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,09:17,Urban,Raining no high winds,2005,No
6099,200501HT20706,13.0,0.0,Slight,17/10/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.510999,Tower Hamlets,Tower Hamlets,537750.0,180990.0,-0.016353,E01004244,2,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:46,Urban,Fine no high winds,2005,No
6100,200501HT20708,0.0,0.0,Slight,15/09/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.530296,Tower Hamlets,Tower Hamlets,534110.0,183040.0,-0.067996,E01004318,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,22:20,Urban,Raining no high winds,2005,No
6101,200501HT20709,0.0,0.0,Slight,24/10/2005,Monday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.503443,Tower Hamlets,Tower Hamlets,537410.0,180140.0,-0.021581,E01004278,2,1,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,15:58,Urban,Raining no high winds,2005,No
6102,200501HT20710,13.0,0.0,Slight,20/10/2005,Thursday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.511544,Tower Hamlets,Tower Hamlets,538460.0,181070.0,-0.006097,E01004219,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,07:40,Urban,Fine no high winds,2005,No
6103,200501HT20711,0.0,0.0,Slight,19/10/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.499571,Tower Hamlets,Tower Hamlets,538180.0,179730.0,-0.010654,E01004221,1,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,2005,No
6104,200501HT20712,13.0,1206.0,Slight,17/10/2005,Monday,1.0,Auto traffic signal,T or staggered junction,51.511175,Tower Hamlets,Tower Hamlets,538130.0,181020.0,-0.010869,E01004219,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,10:15,Urban,Fine no high winds,2005,No
6105,200501HT20713,13.0,0.0,Slight,17/10/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.512523,Tower Hamlets,Tower Hamlets,536280.0,181120.0,-0.037473,E01004299,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,2005,No
6106,200501HT20714,1208.0,108.0,Serious,15/10/2005,Saturday,2.0,Give way or uncontrolled,T or staggered junction,51.531251,Tower Hamlets,Tower Hamlets,534250.0,183150.0,-0.065937,E01004204,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,01:20,Urban,Fine no high winds,2005,No
6107,200501HT20716,0.0,121.0,Slight,24/10/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.517654,Tower Hamlets,Tower Hamlets,535870.0,181680.0,-0.043162,E01004284,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:45,Urban,Fine no high winds,2005,No
6108,200501HT20717,0.0,0.0,Slight,26/07/2005,Tuesday,2.0,Auto traffic signal,T or staggered junction,51.519297,Tower Hamlets,Tower Hamlets,535390.0,181850.0,-0.050011,E01004283,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,2005,No
6109,200501HT20718,13.0,0.0,Slight,26/10/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.514363,Tower Hamlets,Tower Hamlets,534980.0,181290.0,-0.056131,E01004298,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,2005,No
6110,200501HT20719,1209.0,0.0,Serious,23/10/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.524954,Tower Hamlets,Tower Hamlets,533900.0,182440.0,-0.071249,E01004317,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:37,Urban,Fine no high winds,2005,No
6111,200501HT20720,0.0,1208.0,Slight,28/10/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.531079,Tower Hamlets,Tower Hamlets,534220.0,183130.0,-0.066376,E01004318,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,21:25,Urban,Fine no high winds,2005,No
6112,200501HT20721,0.0,0.0,Slight,15/09/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.501124,Tower Hamlets,Tower Hamlets,537340.0,179880.0,-0.02269,E01004278,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,2005,No
6113,200501HT20722,13.0,108.0,Slight,26/10/2005,Wednesday,2.0,Auto traffic signal,Crossroads,51.51464,Tower Hamlets,Tower Hamlets,534570.0,181310.0,-0.062028,E01004319,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,2005,No
6114,200501HT20723,1211.0,1211.0,Slight,27/10/2005,Thursday,1.0,Auto traffic signal,Crossroads,51.509901,Tower Hamlets,Tower Hamlets,533710.0,180760.0,-0.074623,E01000005,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,05:35,Urban,Fine no high winds,2005,No
6115,200501HT20725,0.0,135.0,Slight,14/10/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.528621,Tower Hamlets,Tower Hamlets,535480.0,182890.0,-0.048315,E01004260,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:59,Urban,Fine no high winds,2005,No
6116,200501HT20726,1206.0,0.0,Slight,14/10/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.498481,Tower Hamlets,Tower Hamlets,537120.0,179580.0,-0.025974,E01004279,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,2005,No
6117,200501HT20727,0.0,1206.0,Slight,10/10/2005,Monday,2.0,Give way or uncontrolled,Roundabout,51.507003,Tower Hamlets,Tower Hamlets,538290.0,180560.0,-0.008745,E01004220,1,2,0.0,0.0,Metropolitan Police,Dry,Roundabout,30,08:25,Urban,Fine no high winds,2005,No
6118,200501HT20728,0.0,0.0,Slight,23/10/2005,Sunday,2.0,Give way or uncontrolled,T or staggered junction,51.487658,Tower Hamlets,Tower Hamlets,538020.0,178400.0,-0.013477,E01004217,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,2005,No
6119,200501HT20729,0.0,0.0,Slight,13/09/2005,Tuesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.514584,Tower Hamlets,Tower Hamlets,535180.0,181320.0,-0.053239,E01004326,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,2005,No
6120,200501HT20732,13.0,0.0,Slight,23/10/2005,Sunday,1.0,Auto traffic signal,T or staggered junction,51.512484,Tower Hamlets,Tower Hamlets,536440.0,181120.0,-0.035169,E01004254,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,11:12,Urban,Raining no high winds,2005,No
6121,200501HT20734,11.0,120.0,Slight,03/11/2005,Thursday,2.0,Give way or uncontrolled,T or staggered junction,51.521843,Tower Hamlets,Tower Hamlets,535640.0,182140.0,-0.046298,E01004207,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,10:00,Urban,Raining no high winds,2005,No
6122,200501HT20735,0.0,121.0,Slight,04/11/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.516658,Tower Hamlets,Tower Hamlets,535900.0,181570.0,-0.042773,E01004288,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,2005,No
6123,200501HT20737,11.0,134.0,Slight,21/10/2005,Friday,1.0,Auto traffic signal,T or staggered junction,51.515939,Tower Hamlets,Tower Hamlets,534020.0,181440.0,-0.0699,E01004325,1,2,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,18:30,Urban,Fine no high winds,2005,No
6124,200501HT20739,11.0,0.0,Slight,25/10/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.517748,Tower Hamlets,Tower Hamlets,534350.0,181650.0,-0.065067,E01004309,1,2,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,11:15,Urban,Fine no high winds,2005,No
6125,200501HT20740,12.0,0.0,Slight,25/10/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.533938,Tower Hamlets,Tower Hamlets,537280.0,183530.0,-0.022133,E01004227,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,23:50,Urban,Fine no high winds,2005,No
6126,200501HT20741,13.0,0.0,Slight,12/10/2005,Wednesday,2.0,Give way or uncontrolled,T or staggered junction,51.513832,Tower Hamlets,Tower Hamlets,535320.0,181240.0,-0.051253,E01004305,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,17:08,Urban,Raining no high winds,2005,No
6127,200501HT20743,108.0,135.0,Slight,24/10/2005,Monday,2.0,Give way or uncontrolled,T or staggered junction,51.523575,Tower Hamlets,Tower Hamlets,534410.0,182300.0,-0.063955,E01004205,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,14:00,Urban,Raining no high winds,2005,No
6128,200501HT20744,0.0,0.0,Slight,03/11/2005,Thursday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.517289,Tower Hamlets,Tower Hamlets,534010.0,181590.0,-0.069988,E01004309,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,2005,No
6129,200501HT20745,13.0,0.0,Slight,23/10/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.511115,Tower Hamlets,Tower Hamlets,538010.0,181010.0,-0.012601,E01004219,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,20:50,Urban,Fine no high winds,2005,No
6130,200501HT20748,1206.0,0.0,Slight,09/11/2005,Wednesday,2.0,Data missing or out of range,Not at junction or within 20 metres,51.502417,Tower Hamlets,Tower Hamlets,538300.0,180050.0,-0.008801,E01004220,2,3,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,08:15,Urban,Fine no high winds,2005,No
6131,200501HT20749,0.0,118.0,Slight,11/11/2005,Friday,2.0,Give way or uncontrolled,T or staggered junction,51.530214,Tower Hamlets,Tower Hamlets,535210.0,183060.0,-0.052139,E01004266,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,09:20,Urban,Fine no high winds,2005,No
6132,200501HT20750,1202.0,0.0,Slight,27/10/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.511517,Tower Hamlets,Tower Hamlets,534100.0,180950.0,-0.068934,E01004320,1,1,0.0,1.0,Metropolitan Police,Dry,Single carriageway,30,14:28,Urban,Fine no high winds,2005,No
6133,200501HT20751,11.0,0.0,Slight,25/10/2005,Tuesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.521916,Tower Hamlets,Tower Hamlets,535710.0,182150.0,-0.045286,E01004262,1,1,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,15:25,Urban,Fine no high winds,2005,No
6134,200501HT20752,1208.0,0.0,Slight,28/10/2005,Friday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.532463,Tower Hamlets,Tower Hamlets,534820.0,183300.0,-0.057667,E01004197,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:33,Urban,Fine no high winds,2005,No
6135,200501HT20754,1203.0,0.0,Slight,25/10/2005,Tuesday,1.0,Give way or uncontrolled,T or staggered junction,51.509976,Tower Hamlets,Tower Hamlets,535660.0,180820.0,-0.046518,E01004303,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,16:30,Urban,Fine no high winds,2005,No
6136,200501HT20755,1210.0,0.0,Serious,28/10/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.516504,Tower Hamlets,Tower Hamlets,533530.0,181490.0,-0.076939,E01000005,1,1,0.0,0.0,Metropolitan Police,Wet or damp,One way street,30,09:15,Urban,Raining no high winds,2005,No
6137,200501HT20756,13.0,0.0,Slight,29/10/2005,Saturday,1.0,Give way or uncontrolled,T or staggered junction,51.510994,Tower Hamlets,Tower Hamlets,537770.0,180990.0,-0.016065,E01004244,1,1,0.0,4.0,Metropolitan Police,Dry,Single carriageway,30,18:24,Urban,Fine no high winds,2005,No
6138,200501HT20758,12.0,0.0,Slight,29/10/2005,Saturday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.524672,Tower Hamlets,Tower Hamlets,538060.0,182520.0,-0.01129,E01004238,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,40,18:39,Urban,Fine no high winds,2005,No
6139,200501HT20759,135.0,0.0,Slight,28/09/2005,Wednesday,1.0,Give way or uncontrolled,Crossroads,51.524113,Tower Hamlets,Tower Hamlets,534790.0,182370.0,-0.058455,E01004206,1,2,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,22:35,Urban,Raining no high winds,2005,No
6140,200501HT20760,0.0,107.0,Slight,27/10/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.524415,Tower Hamlets,Tower Hamlets,535030.0,182410.0,-0.054982,E01004209,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,17:05,Urban,Fine no high winds,2005,No
6141,200501HT20761,1204.0,0.0,Slight,04/11/2005,Friday,1.0,Give way or uncontrolled,T or staggered junction,51.504367,Tower Hamlets,Tower Hamlets,534310.0,180160.0,-0.066211,E01004293,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:07,Urban,Fine no high winds,2005,No
6142,200501HT20762,1206.0,1206.0,Slight,07/11/2005,Monday,1.0,Give way or uncontrolled,T or staggered junction,51.50532,Tower Hamlets,Tower Hamlets,537080.0,180340.0,-0.026255,E01004277,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,19:20,Urban,Fine no high winds,2005,No
6143,200501HT20763,135.0,1209.0,Slight,30/10/2005,Sunday,1.0,Give way or uncontrolled,T or staggered junction,51.523575,Tower Hamlets,Tower Hamlets,533650.0,182280.0,-0.074911,E01004317,1,1,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,14:23,Urban,Fine no high winds,2005,No
6144,200501HT20764,1204.0,0.0,Slight,03/11/2005,Thursday,1.0,Give way or uncontrolled,T or staggered junction,51.504735,Tower Hamlets,Tower Hamlets,535030.0,180220.0,-0.05582,E01004291,1,2,0.0,0.0,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,2005,No
6145,200501HT20765,107.0,11.0,Slight,04/11/2005,Friday,1.0,Auto traffic signal,T or staggered junction,51.519944,Tower Hamlets,Tower Hamlets,534940.0,181910.0,-0.05647,E01004208,1,1,0.0,5.0,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,2005,No
6146,200501HT20766,1205.0,0.0,Slight,30/10/2005,Sunday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.512453,Tower Hamlets,Tower Hamlets,536940.0,181130.0,-0.027964,E01004252,2,1,0.0,0.0,Metropolitan Police,Wet or damp,Single carriageway,30,21:09,Urban,Fine no high winds,2005,No
6147,200501HT20767,1203.0,0.0,Slight,02/11/2005,Wednesday,1.0,Data missing or out of range,Not at junction or within 20 metres,51.508312,Tower Hamlets,Tower Hamlets,533970.0,180590.0,-0.070943,E01004293,1,1,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,08:00,Urban,Fine no high winds,2005,No
6148,200501HT20768,0.0,1203.0,Slight,02/11/2005,Wednesday,1.0,Give way or uncontrolled,T or staggered junction,51.510066,Tower Hamlets,Tower Hamlets,535660.0,180830.0,-0.046514,E01004303,1,2,0.0,0.0,Metropolitan Police,Dry,Dual carriageway,30,09:25,Urban,Fine no high winds,2005,No
